,tconst,all_all_ratings,all_all_v_counts,all_males_ratings,all_males_v_counts,all_females_ratings,all_females_v_counts,under_18_all_ratings,under_18_all_v_counts,under_18_males_ratings,under_18_males_v_counts,under_18_females_ratings,under_18_females_v_counts,f18_29_all_ratings,f18_29_all_v_counts,f18_29_males_ratings,f18_29_males_v_counts,f18_29_females_ratings,f18_29_females_v_counts,f30_44_all_ratings,f30_44_all_v_counts,f30_44_males_ratings,f30_44_males_v_counts,f30_44_females_ratings,f30_44_females_v_counts,f45_all_ratings,f45_all_v_counts,f45_males_ratings,f45_males_v_counts,f45_females_ratings,f45_females_v_counts
993,tt0099818,7.2,6529.0,7.1,4415.0,7.3,689.0,7.5,2.0,0.0,0.0,7.5,2.0,7.2,462.0,7.2,354.0,7.2,92.0,7.2,2899.0,7.2,2471.0,7.3,381.0,7.1,1642.0,7.1,1428.0,7.5,188.0
994,tt0123046,6.3,1168.0,6.3,665.0,6.2,99.0,5.0,3.0,0.0,0.0,5.0,1.0,5.8,92.0,5.9,75.0,5.0,16.0,6.4,580.0,6.4,516.0,6.6,62.0,6.1,39.0,6.1,36.0,5.5,3.0
995,tt0181845,7.1,1136.0,7.1,766.0,7.8,130.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,102.0,7.3,82.0,7.7,18.0,7.2,556.0,7.2,463.0,7.9,86.0,6.8,217.0,6.7,191.0,7.8,23.0
996,tt0082764,7.0,4057.0,7.0,2855.0,6.5,331.0,9.0,1.0,9.0,1.0,0.0,0.0,7.4,242.0,7.5,219.0,7.0,19.0,7.1,1502.0,7.2,1329.0,6.5,158.0,6.7,1366.0,6.7,1209.0,6.4,140.0
997,tt0087803,7.1,74122.0,7.1,50132.0,7.1,7861.0,6.7,18.0,7.0,13.0,6.3,5.0,7.0,5906.0,7.0,4696.0,7.0,1074.0,7.1,33851.0,7.0,28943.0,7.1,4511.0,7.2,16708.0,7.2,14491.0,7.2,1968.0
998,tt0088412,7.0,2501.0,6.9,1762.0,7.3,192.0,6.0,1.0,0.0,0.0,6.0,1.0,7.0,125.0,7.0,105.0,6.4,17.0,7.0,1028.0,7.0,923.0,7.0,94.0,6.8,770.0,6.8,684.0,7.7,75.0
999,tt0089374,7.5,38271.0,7.5,26542.0,7.1,2017.0,8.6,11.0,8.7,9.0,9.0,2.0,7.7,3751.0,7.7,3493.0,7.4,189.0,7.5,17889.0,7.5,16623.0,7.1,1078.0,7.2,5950.0,7.2,5190.0,7.0,681.0
1000,tt0089572,6.1,4514.0,6.1,3046.0,6.1,441.0,8.0,1.0,8.0,1.0,0.0,0.0,6.4,55.0,6.5,37.0,5.5,17.0,6.0,1208.0,6.0,1043.0,6.1,153.0,6.1,2165.0,6.1,1873.0,6.1,256.0
1001,tt0089606,7.6,21622.0,7.6,13512.0,7.6,3196.0,6.7,9.0,9.3,3.0,5.6,5.0,7.5,1070.0,7.5,831.0,7.1,223.0,7.5,8074.0,7.5,6477.0,7.5,1519.0,7.7,7307.0,7.7,5851.0,7.9,1364.0
1002,tt0089957,7.4,1994.0,7.3,1041.0,7.8,461.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,142.0,7.1,73.0,7.6,64.0,7.5,918.0,7.3,622.0,7.8,284.0,7.4,365.0,7.3,296.0,8.1,67.0
1003,tt0090315,7.7,11587.0,7.7,7823.0,7.8,1312.0,8.9,5.0,9.0,2.0,8.3,3.0,7.7,877.0,7.7,711.0,7.7,146.0,7.7,5203.0,7.7,4364.0,7.8,764.0,7.7,2862.0,7.6,2458.0,7.9,354.0
1004,tt0095086,7.7,1049.0,7.6,709.0,7.9,91.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,138.0,7.8,118.0,8.0,15.0,7.5,379.0,7.4,326.0,7.8,50.0,7.8,263.0,7.8,241.0,8.0,20.0
1005,tt0095497,7.5,58963.0,7.5,39240.0,7.4,4266.0,8.9,17.0,8.8,11.0,9.3,5.0,7.7,4000.0,7.7,3553.0,7.5,335.0,7.5,23943.0,7.5,21545.0,7.4,2113.0,7.3,14537.0,7.3,12663.0,7.4,1644.0
1006,tt0097714,6.8,6508.0,6.8,4351.0,6.8,645.0,9.0,1.0,9.0,1.0,0.0,0.0,6.9,137.0,7.0,100.0,6.8,37.0,6.7,1891.0,6.7,1588.0,6.8,279.0,6.8,2884.0,6.8,2524.0,6.8,313.0
1007,tt0098084,6.5,107689.0,6.5,64082.0,6.7,16354.0,6.7,33.0,7.2,23.0,6.0,10.0,6.4,7312.0,6.3,5179.0,6.5,1873.0,6.5,48430.0,6.5,37840.0,6.7,9921.0,6.5,21783.0,6.4,17844.0,6.8,3586.0
1008,tt0098621,6.8,54716.0,6.8,32720.0,7.0,8034.0,7.9,6.0,8.3,4.0,6.5,2.0,6.9,1325.0,6.9,904.0,7.0,383.0,6.9,18891.0,6.8,14669.0,7.0,3981.0,6.8,19418.0,6.8,15846.0,6.9,3281.0
1009,tt0100024,7.4,10728.0,7.4,6902.0,7.3,1388.0,10.0,2.0,10.0,2.0,0.0,0.0,7.7,816.0,7.8,645.0,7.5,149.0,7.4,3910.0,7.4,3203.0,7.2,653.0,7.3,3390.0,7.3,2805.0,7.2,544.0
1010,tt0100224,6.6,9653.0,6.6,6696.0,6.6,574.0,8.0,1.0,8.0,1.0,0.0,0.0,6.5,129.0,6.5,106.0,6.4,20.0,6.5,2609.0,6.5,2412.0,6.4,176.0,6.6,4357.0,6.6,3942.0,6.6,355.0
1011,tt0103251,6.5,8518.0,6.4,4323.0,6.9,2069.0,9.0,1.0,9.0,1.0,0.0,0.0,6.7,247.0,6.8,127.0,6.8,112.0,6.5,2421.0,6.3,1506.0,6.8,880.0,6.5,3602.0,6.4,2543.0,7.0,1008.0
1012,tt0122186,7.4,1164.0,7.5,734.0,6.8,49.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,84.0,7.5,82.0,7.0,2.0,7.5,552.0,7.5,511.0,6.8,37.0,7.0,99.0,7.0,92.0,6.5,6.0
1013,tt0137226,7.9,2052.0,7.8,1202.0,8.3,404.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,290.0,7.6,192.0,8.2,94.0,7.9,985.0,7.8,717.0,8.4,256.0,7.8,276.0,7.8,240.0,8.2,35.0
1014,tt0082782,6.2,23162.0,6.2,14668.0,6.2,2523.0,6.6,16.0,6.6,13.0,6.5,3.0,6.3,1796.0,6.3,1424.0,6.2,326.0,6.2,9769.0,6.2,8224.0,6.0,1424.0,6.1,5141.0,6.0,4403.0,6.5,655.0
1015,tt0082810,6.5,1494.0,6.5,998.0,6.7,146.0,9.0,1.0,9.0,1.0,0.0,0.0,6.6,49.0,6.6,42.0,5.9,6.0,6.5,327.0,6.4,271.0,6.8,54.0,6.5,725.0,6.5,641.0,6.6,76.0
1016,tt0085575,6.2,1226.0,6.2,806.0,6.2,113.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,41.0,6.2,28.0,7.3,9.0,6.0,348.0,6.0,285.0,5.9,56.0,6.3,510.0,6.3,460.0,6.2,45.0
1017,tt0086450,6.8,11527.0,6.8,7660.0,7.2,1179.0,8.5,2.0,10.0,1.0,7.0,1.0,7.0,368.0,6.9,290.0,7.5,68.0,6.9,3454.0,6.9,2930.0,7.1,478.0,6.8,4843.0,6.7,4199.0,7.3,581.0
1018,tt0087629,6.1,2244.0,6.1,1468.0,6.2,226.0,9.0,1.0,9.0,1.0,0.0,0.0,6.1,23.0,6.2,16.0,5.8,6.0,5.9,392.0,5.9,335.0,5.1,56.0,6.2,1250.0,6.2,1081.0,6.4,157.0
1019,tt0089222,6.2,9072.0,6.1,5931.0,6.5,1098.0,4.0,1.0,4.0,1.0,0.0,0.0,5.8,77.0,5.7,52.0,6.1,23.0,6.0,2281.0,6.0,1844.0,6.3,421.0,6.2,4549.0,6.2,3850.0,6.6,638.0
1020,tt0092038,7.1,1248.0,7.0,883.0,7.5,85.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,19.0,7.4,18.0,8.0,1.0,7.0,294.0,7.0,269.0,7.1,21.0,7.0,629.0,7.0,567.0,7.4,57.0
1021,tt0093578,7.7,15905.0,7.8,10425.0,7.6,801.0,7.2,4.0,7.2,4.0,0.0,0.0,7.6,2056.0,7.6,1926.0,7.4,113.0,7.8,7546.0,7.9,7014.0,7.8,488.0,7.0,784.0,7.1,667.0,6.7,109.0
1022,tt0094641,7.4,3978.0,7.3,2465.0,7.6,384.0,9.0,1.0,0.0,0.0,9.0,1.0,7.4,195.0,7.4,151.0,7.6,37.0,7.3,1397.0,7.3,1162.0,7.5,192.0,7.3,1143.0,7.2,974.0,7.9,133.0
1023,tt0094747,7.1,12825.0,7.1,8974.0,7.1,1101.0,8.3,4.0,9.0,3.0,7.0,1.0,7.0,448.0,7.0,386.0,7.5,55.0,7.0,4386.0,7.0,3888.0,6.8,442.0,7.2,5041.0,7.2,4409.0,7.2,570.0
1024,tt0095040,7.0,1055.0,6.9,744.0,7.4,95.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,45.0,7.2,37.0,7.8,7.0,7.0,486.0,7.0,422.0,6.8,56.0,6.9,296.0,6.8,264.0,8.2,29.0
1025,tt0122234,8.3,3132.0,8.2,1949.0,8.7,433.0,9.0,1.0,9.0,1.0,0.0,0.0,8.4,368.0,8.3,285.0,8.9,81.0,8.3,1363.0,8.2,1109.0,8.7,244.0,8.0,561.0,7.9,477.0,8.6,79.0
1026,tt0173024,7.3,1213.0,7.2,814.0,7.6,87.0,10.0,1.0,10.0,1.0,0.0,0.0,7.6,117.0,7.7,103.0,5.3,11.0,7.3,535.0,7.3,476.0,7.5,51.0,6.8,232.0,6.5,202.0,8.5,24.0
1027,tt0081349,7.4,1626.0,7.5,1111.0,7.7,145.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,113.0,7.2,98.0,7.1,12.0,7.5,685.0,7.5,598.0,7.6,83.0,7.5,409.0,7.5,364.0,7.8,41.0
1028,tt0082220,6.8,7006.0,6.8,4975.0,6.8,470.0,10.0,1.0,10.0,1.0,0.0,0.0,7.3,205.0,7.3,193.0,7.0,10.0,6.8,2273.0,6.8,2054.0,6.7,188.0,6.7,2870.0,6.7,2564.0,6.8,257.0
1029,tt0084747,8.4,3675.0,8.4,2061.0,8.3,864.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,278.0,8.5,176.0,8.3,99.0,8.3,1698.0,8.4,1156.0,8.2,525.0,8.4,907.0,8.3,680.0,8.6,213.0
1030,tt0084805,7.4,109597.0,7.4,62783.0,7.6,19540.0,7.8,20.0,8.1,12.0,7.3,7.0,7.6,6247.0,7.6,4422.0,7.6,1677.0,7.4,40901.0,7.4,30090.0,7.4,10308.0,7.5,33080.0,7.4,25899.0,7.9,6645.0
1031,tt0085769,7.5,1015.0,7.5,708.0,7.7,97.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,81.0,7.8,64.0,8.0,14.0,7.5,470.0,7.4,412.0,7.7,58.0,7.4,225.0,7.4,204.0,8.0,20.0
1032,tt0086112,7.1,3671.0,7.0,1857.0,7.5,841.0,8.0,2.0,9.0,1.0,7.0,1.0,7.2,125.0,7.1,70.0,7.5,50.0,7.0,1001.0,6.8,639.0,7.3,350.0,7.1,1521.0,7.0,1083.0,7.5,413.0
1033,tt0086542,6.3,1150.0,6.2,796.0,6.3,123.0,7.0,1.0,0.0,0.0,7.0,1.0,5.8,52.0,5.8,42.0,6.0,9.0,6.1,402.0,6.1,335.0,5.9,61.0,6.4,454.0,6.3,402.0,6.9,48.0
1034,tt0087688,6.7,1069.0,6.7,714.0,6.8,102.0,8.0,1.0,8.0,1.0,0.0,0.0,6.5,13.0,6.4,10.0,7.5,3.0,6.6,157.0,6.7,136.0,6.2,20.0,6.7,632.0,6.6,553.0,6.9,76.0
1035,tt0088044,6.2,5284.0,6.1,3680.0,6.2,315.0,5.5,2.0,7.0,1.0,4.0,1.0,6.6,153.0,6.6,129.0,7.0,20.0,6.3,2056.0,6.3,1863.0,6.3,165.0,5.9,1681.0,5.9,1534.0,5.9,116.0
1036,tt0088099,7.3,2984.0,7.3,2116.0,7.3,143.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,213.0,7.2,199.0,7.7,10.0,7.3,1614.0,7.3,1516.0,7.1,91.0,7.1,335.0,7.1,293.0,7.4,34.0
1037,tt0090605,8.4,725778.0,8.4,460984.0,8.1,59317.0,8.5,193.0,8.7,144.0,7.7,40.0,8.2,54868.0,8.2,47012.0,8.0,6619.0,8.3,304078.0,8.4,267439.0,8.1,32920.0,8.5,136692.0,8.5,118226.0,8.4,16255.0
1038,tt0090768,6.5,6224.0,6.4,3367.0,7.0,1274.0,9.0,1.0,9.0,1.0,0.0,0.0,6.7,101.0,6.6,60.0,6.9,41.0,6.5,2407.0,6.4,1665.0,7.0,713.0,6.4,2004.0,6.4,1512.0,6.9,465.0
1039,tt0093169,6.9,2041.0,6.9,1384.0,6.8,157.0,8.0,1.0,8.0,1.0,0.0,0.0,6.8,113.0,6.9,90.0,6.3,16.0,7.0,879.0,7.0,775.0,6.9,94.0,6.8,511.0,6.8,460.0,6.5,42.0
1040,tt0093371,7.0,1894.0,6.9,1136.0,7.2,244.0,9.0,1.0,0.0,0.0,9.0,1.0,7.2,228.0,7.1,148.0,7.1,63.0,7.0,683.0,6.9,550.0,7.2,116.0,6.7,445.0,6.7,385.0,6.9,48.0
1041,tt0093773,7.8,430257.0,7.9,293468.0,7.3,22324.0,7.9,136.0,7.8,109.0,8.2,18.0,7.6,29474.0,7.6,26702.0,7.1,2024.0,7.9,199545.0,7.9,184144.0,7.2,13055.0,7.8,72529.0,7.9,65379.0,7.5,5956.0
1042,tt0096282,6.8,1101.0,6.7,659.0,7.3,182.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,22.0,6.9,16.0,6.8,5.0,6.9,619.0,6.9,459.0,7.3,148.0,6.2,179.0,6.2,153.0,7.0,24.0
1043,tt0096827,8.3,4289.0,8.3,2668.0,7.4,97.0,10.0,1.0,10.0,1.0,0.0,0.0,8.4,466.0,8.4,445.0,6.4,13.0,8.3,1828.0,8.3,1767.0,7.6,54.0,7.5,184.0,7.6,166.0,6.8,18.0
1044,tt0097289,6.1,14038.0,6.1,9825.0,6.4,1120.0,7.0,2.0,8.0,1.0,6.0,1.0,6.1,245.0,6.1,204.0,6.5,33.0,6.2,5118.0,6.2,4525.0,6.4,545.0,6.1,5406.0,6.0,4821.0,6.3,507.0
1045,tt0098273,6.8,41813.0,6.8,27880.0,6.8,4098.0,8.2,6.0,8.2,4.0,5.5,2.0,7.0,1452.0,7.0,1170.0,7.0,247.0,6.7,14938.0,6.7,13034.0,6.7,1748.0,6.8,14855.0,6.8,12692.0,6.9,1944.0
1046,tt0099810,7.5,205136.0,7.5,137874.0,7.5,13290.0,7.2,33.0,7.9,25.0,4.6,8.0,7.4,8515.0,7.4,7691.0,7.2,593.0,7.5,83159.0,7.5,76104.0,7.2,6022.0,7.7,54050.0,7.7,47186.0,7.8,5988.0
1047,tt0100935,7.2,95848.0,7.1,61131.0,7.2,10417.0,7.8,25.0,8.0,19.0,7.4,6.0,7.2,6793.0,7.2,5472.0,7.4,1124.0,7.1,39255.0,7.1,33033.0,7.2,5745.0,7.2,23732.0,7.2,20252.0,7.2,3128.0
1048,tt0104740,7.1,7820.0,6.9,4424.0,7.5,1839.0,7.3,3.0,9.0,1.0,6.5,2.0,6.9,528.0,6.7,330.0,7.3,184.0,7.1,4927.0,7.0,3419.0,7.6,1448.0,6.4,632.0,6.3,501.0,6.8,121.0
1049,tt0082045,6.3,8426.0,6.2,6043.0,6.1,358.0,5.3,4.0,7.0,3.0,0.0,0.0,6.6,559.0,6.6,510.0,6.5,40.0,6.3,3906.0,6.4,3643.0,6.1,202.0,5.8,1698.0,5.8,1570.0,6.1,97.0
1050,tt0082970,7.3,10022.0,7.3,6488.0,7.3,1114.0,8.5,2.0,10.0,1.0,7.0,1.0,7.2,294.0,7.2,215.0,7.1,73.0,7.2,2667.0,7.2,2224.0,7.2,409.0,7.4,4525.0,7.4,3862.0,7.5,602.0
1051,tt0086593,7.0,2139.0,6.9,1128.0,7.5,491.0,9.0,1.0,9.0,1.0,0.0,0.0,6.4,33.0,6.5,17.0,6.5,15.0,7.0,322.0,7.0,223.0,7.0,94.0,7.0,1220.0,6.8,848.0,7.7,357.0
1052,tt0087233,6.5,14592.0,6.3,7132.0,6.8,3964.0,8.0,1.0,8.0,1.0,0.0,0.0,6.5,740.0,6.3,340.0,6.8,382.0,6.4,5130.0,6.3,3082.0,6.8,1981.0,6.4,4934.0,6.3,3454.0,7.0,1409.0
1053,tt0088000,6.6,55576.0,6.6,37086.0,6.5,5409.0,6.8,7.0,5.8,4.0,6.3,3.0,6.4,2074.0,6.4,1674.0,6.2,352.0,6.5,23140.0,6.5,20025.0,6.4,2858.0,6.7,16056.0,6.7,13880.0,6.7,1964.0
1054,tt0089153,6.7,18664.0,6.7,13229.0,6.6,1395.0,7.5,2.0,9.0,1.0,6.0,1.0,6.8,452.0,6.9,382.0,6.6,58.0,6.7,6648.0,6.7,5941.0,6.6,639.0,6.7,7264.0,6.7,6509.0,6.5,656.0
1055,tt0089927,6.8,212023.0,6.8,143073.0,6.8,9521.0,7.5,87.0,7.5,73.0,7.7,10.0,7.0,18340.0,7.0,16638.0,7.0,1117.0,6.9,93722.0,6.9,87228.0,6.8,5252.0,6.5,33215.0,6.4,30154.0,6.7,2483.0
1056,tt0092576,6.6,8403.0,6.6,5739.0,6.4,653.0,8.0,1.0,8.0,1.0,0.0,0.0,6.8,460.0,6.8,390.0,6.8,57.0,6.6,3679.0,6.6,3266.0,6.4,365.0,6.4,2092.0,6.4,1859.0,6.1,198.0
1057,tt0092718,6.8,39181.0,6.7,18558.0,6.9,9982.0,6.3,12.0,7.7,4.0,5.5,8.0,6.8,2848.0,6.6,1032.0,6.9,1725.0,6.6,13343.0,6.6,8002.0,6.7,5155.0,6.8,11256.0,6.7,8579.0,7.0,2518.0
1058,tt0092879,7.8,2876.0,7.8,1790.0,8.0,410.0,8.0,2.0,8.0,2.0,0.0,0.0,7.5,202.0,7.4,145.0,7.8,54.0,7.9,1295.0,7.9,1045.0,8.1,238.0,7.7,615.0,7.7,514.0,7.7,94.0
1059,tt0093111,7.3,1617.0,7.3,992.0,7.5,183.0,7.0,1.0,0.0,0.0,7.0,1.0,7.3,33.0,7.3,24.0,7.1,7.0,7.1,422.0,7.0,321.0,7.5,91.0,7.4,708.0,7.4,624.0,7.5,75.0
1060,tt0093660,6.6,7198.0,6.5,3788.0,7.1,1176.0,9.0,1.0,9.0,1.0,0.0,0.0,7.0,78.0,7.0,49.0,7.2,26.0,6.6,1229.0,6.5,906.0,7.1,310.0,6.6,3558.0,6.6,2712.0,7.1,796.0
1061,tt0093693,6.9,62631.0,6.7,30997.0,7.5,15187.0,5.1,5.0,10.0,1.0,5.0,4.0,7.0,2452.0,6.7,1175.0,7.4,1197.0,6.9,23769.0,6.7,15067.0,7.4,8388.0,6.8,18140.0,6.6,13217.0,7.5,4632.0
1062,tt0093727,6.4,1735.0,6.3,1086.0,6.6,169.0,6.0,1.0,0.0,0.0,6.0,1.0,6.5,25.0,6.3,18.0,7.7,5.0,6.2,306.0,6.2,243.0,6.1,53.0,6.3,909.0,6.3,789.0,6.8,102.0
1063,tt0095869,6.9,3967.0,6.9,2628.0,7.2,393.0,9.0,2.0,9.0,2.0,0.0,0.0,6.9,153.0,6.9,109.0,7.4,37.0,6.9,1568.0,6.9,1305.0,7.3,225.0,6.9,1227.0,6.9,1087.0,6.9,115.0
1064,tt0096257,8.0,24950.0,8.0,16706.0,7.8,3108.0,7.0,2.0,8.0,1.0,0.0,0.0,7.9,2012.0,8.0,1675.0,7.6,298.0,8.0,11619.0,8.0,9788.0,7.7,1707.0,7.9,5845.0,8.0,4740.0,7.9,1010.0
1065,tt0283524,9.0,1834.0,8.9,1186.0,9.1,337.0,10.0,1.0,10.0,1.0,0.0,0.0,9.0,182.0,9.0,115.0,9.0,59.0,8.9,952.0,8.9,754.0,9.0,190.0,9.0,357.0,8.8,279.0,9.7,75.0
1066,tt0089488,7.3,1291.0,7.1,655.0,7.6,311.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,64.0,6.6,46.0,6.9,16.0,7.3,487.0,7.2,314.0,7.8,166.0,7.2,372.0,7.0,255.0,7.6,112.0
1067,tt0082933,7.3,35292.0,7.3,21649.0,7.1,3900.0,8.9,15.0,9.5,9.0,8.0,5.0,7.8,4282.0,7.9,3321.0,7.6,809.0,7.3,14594.0,7.3,12231.0,7.2,2142.0,6.7,5788.0,6.7,4999.0,6.4,686.0
1068,tt0084352,7.9,15395.0,7.8,10426.0,8.0,1785.0,7.0,1.0,0.0,0.0,7.0,1.0,7.8,540.0,7.8,450.0,7.9,83.0,7.9,6095.0,7.9,5044.0,8.1,983.0,7.8,5386.0,7.8,4626.0,8.0,688.0
1069,tt0085872,6.1,2494.0,6.0,1749.0,6.1,206.0,8.0,1.0,8.0,1.0,0.0,0.0,6.0,179.0,6.0,155.0,6.0,21.0,6.1,971.0,6.1,848.0,6.3,110.0,6.0,758.0,6.0,678.0,5.8,64.0
1070,tt0086104,6.8,1052.0,6.8,664.0,6.5,68.0,9.0,1.0,0.0,0.0,9.0,1.0,7.2,64.0,7.2,49.0,7.8,12.0,6.9,351.0,7.0,312.0,6.3,30.0,6.5,297.0,6.5,268.0,6.5,21.0
1071,tt0087980,6.5,5618.0,6.4,3690.0,6.4,565.0,10.0,1.0,10.0,1.0,0.0,0.0,6.4,57.0,6.4,46.0,6.0,8.0,6.4,1350.0,6.4,1182.0,6.3,157.0,6.4,2789.0,6.4,2356.0,6.5,387.0
1072,tt0088002,7.2,4518.0,7.2,3105.0,7.3,333.0,7.0,1.0,7.0,1.0,0.0,0.0,7.2,129.0,7.2,109.0,7.2,17.0,7.2,1554.0,7.1,1389.0,7.4,145.0,7.2,1703.0,7.2,1513.0,7.2,165.0
1073,tt0089013,6.6,24639.0,6.6,17032.0,6.5,1852.0,7.3,3.0,8.0,2.0,6.0,1.0,6.7,1331.0,6.8,1133.0,6.6,162.0,6.6,11064.0,6.6,9795.0,6.5,1118.0,6.4,5992.0,6.4,5409.0,6.4,485.0
1074,tt0091188,6.1,11741.0,5.9,5962.0,6.5,2927.0,8.0,2.0,9.0,1.0,7.0,1.0,6.2,471.0,6.0,262.0,6.7,192.0,6.0,3630.0,5.9,2373.0,6.3,1208.0,6.0,4557.0,5.9,3107.0,6.6,1375.0
1075,tt0092709,6.2,1161.0,6.2,804.0,6.5,86.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,58.0,6.6,44.0,6.5,13.0,6.5,496.0,6.5,437.0,6.5,49.0,5.8,306.0,5.8,280.0,6.1,19.0
1076,tt0100029,6.2,37468.0,6.1,27446.0,6.1,1595.0,7.1,7.0,7.1,7.0,0.0,0.0,6.3,1133.0,6.3,1037.0,6.8,70.0,6.2,19332.0,6.2,18229.0,6.1,896.0,5.9,7462.0,5.9,6819.0,6.0,556.0
1077,tt0100747,7.1,3603.0,7.0,2169.0,7.5,517.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,86.0,6.9,63.0,7.1,20.0,7.0,1162.0,6.9,887.0,7.6,260.0,7.1,1402.0,7.1,1154.0,7.4,221.0
1078,tt0101531,6.5,5841.0,6.4,3944.0,6.8,495.0,8.0,1.0,8.0,1.0,0.0,0.0,6.4,58.0,6.4,54.0,7.5,3.0,6.5,1823.0,6.5,1615.0,6.7,193.0,6.4,2432.0,6.4,2127.0,6.9,282.0
1079,tt0134786,8.0,2238.0,7.8,1389.0,8.5,499.0,9.5,2.0,0.0,0.0,9.5,2.0,8.1,282.0,7.7,171.0,8.7,108.0,7.9,1253.0,7.8,929.0,8.3,320.0,7.8,299.0,7.7,246.0,8.1,51.0
1080,tt0082405,6.8,5100.0,6.7,2655.0,7.3,1091.0,10.0,1.0,10.0,1.0,0.0,0.0,6.8,71.0,6.5,42.0,7.3,28.0,6.6,709.0,6.6,521.0,6.7,177.0,6.9,2883.0,6.8,2006.0,7.4,832.0
1081,tt0084597,7.6,4248.0,7.6,3154.0,7.8,223.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,175.0,7.8,163.0,8.8,11.0,7.6,1736.0,7.6,1616.0,7.4,94.0,7.5,1393.0,7.4,1262.0,7.9,109.0
1082,tt0085398,6.6,1407.0,6.6,938.0,6.8,167.0,9.0,1.0,9.0,1.0,0.0,0.0,6.4,35.0,6.5,29.0,5.5,6.0,6.6,356.0,6.6,312.0,6.1,40.0,6.6,694.0,6.5,570.0,7.0,116.0
1083,tt0088323,7.3,148269.0,7.3,85589.0,7.7,27243.0,8.0,20.0,8.3,12.0,7.6,6.0,7.0,8822.0,6.9,5701.0,7.2,2867.0,7.4,73324.0,7.3,54343.0,7.7,17905.0,7.3,26547.0,7.2,21214.0,7.8,4868.0
1084,tt0089108,8.0,6714.0,8.0,4220.0,8.2,861.0,10.0,2.0,10.0,2.0,0.0,0.0,7.7,510.0,7.6,394.0,8.4,101.0,8.0,3114.0,8.0,2540.0,8.2,539.0,8.0,1261.0,8.0,1065.0,8.1,172.0
1085,tt0090812,7.5,1727.0,7.5,1278.0,7.1,109.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,77.0,7.6,70.0,6.9,7.0,7.5,1065.0,7.5,978.0,7.1,78.0,7.4,184.0,7.4,168.0,7.3,16.0
1086,tt0091506,7.3,2684.0,7.3,1793.0,7.4,273.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,222.0,7.8,174.0,7.8,41.0,7.3,1103.0,7.3,937.0,7.5,147.0,7.0,696.0,7.0,611.0,7.1,71.0
1087,tt0095119,6.2,3320.0,6.2,2053.0,6.4,390.0,8.0,1.0,8.0,1.0,0.0,0.0,6.6,35.0,6.7,19.0,6.4,15.0,6.2,593.0,6.2,485.0,6.2,104.0,6.2,1758.0,6.2,1482.0,6.4,258.0
1088,tt0095348,6.6,14072.0,6.5,9388.0,7.0,1234.0,8.0,1.0,8.0,1.0,0.0,0.0,6.6,313.0,6.6,268.0,5.7,40.0,6.5,5188.0,6.4,4554.0,6.9,576.0,6.6,4829.0,6.6,4211.0,7.1,559.0
1089,tt0095925,6.2,25410.0,6.1,16424.0,6.2,2598.0,7.7,3.0,7.7,3.0,0.0,0.0,6.2,1360.0,6.2,1116.0,6.1,208.0,6.1,11012.0,6.1,9438.0,6.1,1447.0,6.1,6027.0,6.1,5146.0,6.4,805.0
1090,tt0097142,6.3,5105.0,6.2,3092.0,6.6,791.0,7.5,2.0,9.0,1.0,6.0,1.0,6.5,93.0,6.3,61.0,6.9,30.0,6.4,1569.0,6.3,1249.0,6.6,300.0,6.2,2139.0,6.2,1691.0,6.5,426.0
1091,tt0097408,6.3,1222.0,6.2,553.0,6.6,209.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,132.0,6.6,66.0,6.8,48.0,6.3,477.0,6.3,332.0,6.5,132.0,5.9,121.0,5.9,108.0,6.2,11.0
1092,tt0098253,7.5,22000.0,7.4,14523.0,7.8,2521.0,7.9,8.0,8.7,5.0,7.3,3.0,7.8,1780.0,7.8,1402.0,8.1,319.0,7.5,10294.0,7.5,8650.0,7.8,1507.0,7.2,4640.0,7.2,3972.0,7.7,585.0
1093,tt0099871,7.4,111334.0,7.4,73955.0,7.4,11218.0,7.7,17.0,8.1,13.0,7.3,3.0,7.5,8416.0,7.5,6871.0,7.4,1333.0,7.4,51200.0,7.4,44090.0,7.3,6501.0,7.4,23470.0,7.4,20172.0,7.4,2910.0
