nconst,nconst_rating
nm0000251,6.313807632993304
nm0000254,7.201310355697998
nm0000255,8.003588592320048
nm0000256,7.915025349573752
nm0000257,7.940951892808869
nm0000258,7.030561385099685
nm0000259,6.698845434350521
nm0000260,7.476012919995089
nm0000261,7.650683538007151
nm0000262,6.793279660619174
nm0000263,6.760016557478102
nm0000264,7.634195365510178
nm0000265,7.432914390529489
nm0000266,6.876553281203293
nm0000267,7.556696427814954
nm0000268,6.921375565365761
nm0000269,7.4203320111649775
nm0000270,7.725589533594245
nm0000271,6.85979444333457
nm0000272,7.307769253058191
nm0000273,7.786579056882441
nm0000274,5.935407305414005
nm0000275,8.71164668300177
nm0000276,8.81134302044779
nm0000277,8.162521613977205
nm0000278,6.550623472445493
nm0000279,8.14232343277949
nm0000280,6.277666363770842
nm0000281,8.001029867829931
nm0000282,6.2369985264321235
nm0000283,7.781319127535036
nm0000284,7.664798146052797
nm0000285,8.289728200204463
nm0000286,8.194564911906857
nm0000287,6.530297863946346
nm0000288,8.51130144447844
nm0000289,6.557851439632229
nm0000290,7.526968760387569
nm0000291,7.253079155094285
nm0000292,4.139379004435682
nm0000293,8.927504238375592
nm0000294,7.638210376908661
nm0000295,6.513149652884568
nm0000296,7.259312050032724
nm0000297,8.637062553221345
nm0000298,6.068573734961075
nm0000299,8.046825293448691
nm0000300,7.017185524551141
nm0000301,8.05326097929685
nm0000302,6.87842951695309
nm0000303,7.2191096738165585
nm0000304,8.01439306197061
nm0000305,7.6948482567672905
nm0000306,6.69478124590971
nm0000307,8.36465450126596
nm0000308,7.144048873794746
nm0000309,8.066691301435306
nm0000310,6.874781874192586
nm0000312,8.086660845206575
nm0000313,7.863354816105625
nm0000314,8.19832937222322
nm0000315,7.636251797411727
nm0000316,7.182330832291233
nm0000317,8.917341428369411
nm0000318,7.50162485220877
nm0000319,7.176578753133566
nm0000320,7.814641638919594
nm0000321,8.016329333526095
nm0000322,7.092837035113148
nm0000323,8.785232580097691
nm0000324,6.108041538783099
nm0000325,7.293120917790634
nm0000326,6.249551149973425
nm0000327,6.4983545336104775
nm0000328,7.097431538441264
nm0000329,6.863282608695652
nm0000330,6.937559089967419
nm0000331,6.968195210415925
nm0000332,7.818401394739186
nm0000333,6.763796429842472
nm0000334,6.708245310572656
nm0000335,7.88540766867447
nm0000336,7.983584919320536
nm0000337,6.2193154715062295
nm0000338,8.97507377892837
nm0000339,8.508045465896338
nm0000340,6.160045412864067
nm0000341,7.85446404893458
nm0000342,8.362748595179992
nm0000343,7.16080833432931
nm0000345,7.204482816237514
nm0000346,7.283562073791836
nm0000347,6.914538145907226
nm0000348,8.090534562583755
nm0000349,7.640495395637943
nm0000350,8.185592799669072
nm0000351,7.31868254959826
nm0000352,7.762713043348651
nm0000353,7.4043447986591095
nm0000354,8.245038474001579
nm0000355,8.198949658209258
nm0000357,6.088192309682762
nm0000358,7.768710870197541
nm0000359,6.4984212163633535
nm0000360,6.95027683994762
nm0000361,7.617558028540012
nm0000362,6.9884875433785085
nm0000363,7.37415314097407
nm0000364,7.4527254202750886
nm0000365,7.981482606582418
nm0000366,7.674679576029352
nm0000367,6.566473990734087
nm0000368,7.993343544439484
nm0000369,7.433313468278444
nm0000370,7.524319290465631
nm0000371,6.537463410722162
nm0000372,6.88332589050798
nm0000373,7.034464057556167
nm0000374,8.70047341401544
nm0000375,7.818284907444381
nm0000376,6.947088311012121
nm0000377,7.90821819380498
nm0000378,8.27447504861302
nm0000379,7.379341111091322
nm0000380,8.997718824850574
nm0000381,7.330451120530877
nm0000382,6.482395349856875
nm0000383,7.672315320635858
nm0000384,7.2496093832901405
nm0000385,7.846714910799251
nm0000386,6.353568650722166
nm0000387,6.656102868758195
nm0000388,8.354104538125458
nm0000389,6.912583888325133
nm0000390,6.301715685486593
nm0000391,6.432368333675906
nm0000392,8.875666241070578
nm0000393,7.853474452473862
nm0000394,6.232790794471132
nm0000395,7.087608017448441
nm0000396,6.435879148176528
nm0000397,7.69756424966609
nm0000398,8.565155519168304
nm0000399,8.20188569574601
nm0000400,7.316033192793317
nm0000401,8.138086729109817
nm0000402,8.308883633184475
nm0000403,6.563462259866927
nm0000404,6.46257986271133
nm0000405,6.916822281078182
nm0000407,7.081682045456661
nm0000408,6.86050191403289
nm0000409,7.19296846159892
nm0000410,7.912028530971779
nm0000411,8.338682019841528
nm0000412,7.321103849958294
nm0000413,7.789135503062387
nm0000414,7.677665476377191
nm0000415,6.818538844073026
nm0000416,7.95363670224517
nm0000417,7.24740185570559
nm0000418,6.573770900086203
nm0000419,7.4953552824896486
nm0000420,7.677226276126969
nm0000421,7.0857942447671665
nm0000422,7.474953501109301
nm0000423,7.574341152620909
nm0000424,7.342581231499251
nm0000425,7.3159701599341656
nm0000426,7.415829956496042
nm0000427,7.121306220713574
nm0000429,6.7463098295320325
nm0000430,6.385207630916307
nm0000431,7.53225520231113
nm0000432,7.869648100791553
nm0000433,6.979201446338608
nm0000434,8.308883633184475
nm0000435,7.9059779878573435
nm0000436,7.8831820967363075
nm0000437,8.019998591718641
nm0000438,8.013293432152883
nm0000439,8.040947028925517
nm0000440,7.898714261921944
nm0000441,7.095224467315356
nm0000442,7.968896645971014
nm0000443,6.591277914359865
nm0000444,6.690373033622141
nm0000445,8.125614495107968
nm0000446,6.701096448033617
nm0000447,6.975417916845264
nm0000448,7.5919791109351396
nm0000449,5.874940588577187
nm0000450,7.48978323177306
nm0000451,7.183409007916549
nm0000452,6.991085896474118
nm0000453,8.728650158735551
nm0000454,7.166119669002074
nm0000455,7.502547754456656
nm0000456,7.41667420770733
nm0000457,8.157841834373665
nm0000458,6.916445904060575
nm0000459,7.230680832255635
nm0000460,7.44840019678347
nm0000461,7.168349378193369
nm0000462,6.94081992777413
nm0000463,6.9648456772622716
nm0000464,7.248865592001627
nm0000465,7.247535906337214
nm0000466,8.143323195381788
nm0000467,8.221347757493803
nm0000468,6.630529040327274
nm0000469,7.9019151165474275
nm0000470,7.8937498808894535
nm0000471,6.306835328577293
nm0000473,7.583743644281941
nm0000474,7.721626327503205
nm0000475,7.0944258883512825
nm0000476,7.853871181796776
nm0000477,6.386957046332046
nm0000478,6.114055339636869
nm0000479,7.664242893367143
nm0000480,7.152424964022546
nm0000481,6.829364034058856
nm0000482,4.847785986120439
nm0000483,6.342178965272761
nm0000484,7.310660941738678
nm0000486,7.146104330655496
nm0000487,7.8317883302235485
nm0000488,7.272749555481784
nm0000489,8.413479779816448
nm0000490,7.686991348518376
nm0000491,6.983437462881577
nm0000492,7.696310577430364
nm0000493,8.042042546124739
nm0000494,8.273358502682084
nm0000495,6.181549851994715
nm0000496,7.223538828529612
nm0000497,8.431926019157347
nm0000498,6.484386895848494
nm0000500,7.735030621347741
nm0000501,8.447217072263422
nm0000502,8.166163635140444
nm0000503,7.061822666631303
nm0000504,6.707335470780477
nm0000505,6.012900557219927
nm0000506,8.523146863455835
nm0000507,6.909817524286762
nm0000508,7.037427805711346
nm0000510,7.721195739096332
nm0000511,7.8202259073878775
nm0000512,4.592889900073827
nm0000513,8.12539319561457
nm0000514,8.081279535759924
nm0000515,6.932691971769663
nm0000516,6.940996420595344
nm0000517,7.353798319794597
nm0000518,7.404731365276399
nm0000519,7.346356170123611
nm0000520,7.576996792868143
nm0000521,8.050044153730674
nm0000522,7.312861594315447
nm0000523,6.125540086838359
nm0000524,7.19941761441679
nm0000525,6.183326018497459
nm0000526,7.163628775203866
nm0000527,7.720176613735804
nm0000528,6.343897545733671
nm0000529,7.060885735487787
nm0000530,7.755115090786342
nm0000531,8.011614112483857
nm0000532,7.876080364943709
nm0000533,7.810010842067219
nm0000534,6.954319543402611
nm0000535,7.165495468683437
nm0000536,7.60808637983787
nm0000537,7.954066883365922
nm0000538,7.080312996706439
nm0000539,7.222646771750968
nm0000540,6.253822272215974
nm0000541,6.7992632254791605
nm0000542,7.443213921699819
nm0000543,7.284731765217246
nm0000544,6.406758893280632
nm0000545,7.061551668018666
nm0000546,8.27765515180343
nm0000547,7.635496722326217
nm0000548,7.58569090110592
nm0000549,6.657015784200854
nm0000550,7.716835130421498
nm0000551,6.608166553003656
nm0000552,7.416373237669732
nm0000553,8.349313804266666
nm0000554,7.639652681570836
nm0000555,7.546846149467812
nm0000556,7.199373713184293
nm0000557,5.925149654679914
nm0000558,7.421300894892405
nm0000559,7.650040205581027
nm0000560,7.967682506349589
nm0000561,5.964205457463884
nm0000562,6.972149641266918
nm0000563,6.044434517413843
nm0000564,7.655714412040794
nm0000565,7.318316615640777
nm0000566,7.4789644536536155
nm0000567,7.090068062154873
nm0000568,6.784846618094241
nm0000569,7.06033873473695
nm0000570,7.464774782433957
nm0000571,6.7830029760004775
nm0000572,6.076775426176335
nm0000573,6.906031639555034
nm0000574,6.651131178250637
nm0000575,6.196639705154843
nm0000576,7.714521930211516
nm0000577,7.562336985679502
nm0000578,8.26902485148938
nm0000579,6.902947412556759
nm0000580,7.500422998329055
nm0000581,7.950768351874158
nm0000582,8.370657152089878
nm0000583,7.302009768482861
nm0000584,6.634966707133135
nm0000585,7.473798696981784
nm0000586,7.022016902481707
nm0000587,7.577280309764146
nm0000588,7.487323922271414
nm0000589,7.335419237229444
nm0000591,7.700859471172619
nm0000592,8.376165332451361
nm0000593,6.174606590777151
nm0000594,6.623877165426028
nm0000595,6.534963529833791
nm0000596,7.129387263702609
nm0000597,6.79987095033082
nm0000598,6.66337727189931
nm0000599,7.488880450592754
nm0000600,7.348658635061012
nm0000601,7.654836819055221
nm0000602,7.868396807359676
nm0000603,7.35372921184629
nm0000604,7.828638018911947
nm0000605,7.254562711316771
nm0000606,8.132077429218883
nm0000607,6.315830266969389
nm0000608,7.416109900020989
nm0000609,8.252872193991152
nm0000610,7.712364404982324
nm0000611,7.61303527772044
nm0000612,7.194239708894037
nm0000613,7.007976804919421
nm0000614,7.754339106464483
nm0000615,7.232038374088891
nm0000616,8.614654729859005
nm0000617,7.317259219095938
nm0000618,7.13826593243433
nm0000619,8.40181508956768
nm0000620,7.493996981661244
nm0000621,7.435204034460037
nm0000622,6.354745969092975
nm0000623,7.339182399720832
nm0000624,7.092859638042757
nm0000625,7.451809614800017
nm0000626,7.267379581844646
nm0000627,7.134333650120622
nm0000628,5.868756255792401
nm0000629,7.342143749750168
nm0000630,7.212793548893816
nm0000631,8.227644854859015
nm0000632,7.939230560028487
nm0000633,6.806264042581312
nm0000634,8.231921380208458
nm0000635,5.097692631578948
nm0000637,6.624188811896943
nm0000638,6.965669842307194
nm0000639,7.524036478142583
nm0000640,8.452925575811078
nm0000641,8.543138613039664
nm0000642,7.479856472293624
nm0000643,7.85575310544327
nm0000644,6.142982186732187
nm0000645,6.075898403146139
nm0000646,5.0160153613977405
nm0000648,6.899890881915847
nm0000649,8.514459786397444
nm0000650,5.624426146385165
nm0000651,7.856708935910461
nm0000652,7.486191450888219
nm0000653,6.296455820198532
nm0000654,7.061249466384334
nm0000655,8.612322480624858
nm0000656,7.819496249595469
nm0000657,7.41820278146527
nm0000658,7.012989262422468
nm0000659,6.917475579255343
nm0000660,7.27425690445724
nm0000661,7.27874849827114
nm0000662,7.280138353732994
nm0000663,7.152740302396916
nm0000664,7.03944581635281
nm0000666,7.495911947374224
nm0000667,7.853632763180537
nm0000668,7.6124970952389805
nm0000669,7.15187273242248
nm0000670,8.47895443401999
nm0000671,7.080804735792202
nm0000672,6.647582817695837
nm0000673,7.788032231709745
nm0000674,6.1989879097792056
nm0000675,6.6925279631828305
nm0000676,7.1965105985450215
nm0000677,6.153533881859346
nm0000678,6.881124559145701
nm0000679,7.502826994664177
nm0000680,7.291754756423263
nm0000681,6.526327592910437
nm0000682,7.109781685089478
nm0000683,7.500867162557644
nm0000684,6.299218783513901
nm0000685,6.836659845265277
nm0000686,7.940569270476384
nm0000687,7.588151497895243
nm0000688,7.647732996979453
nm0000689,6.665288314710231
nm0000690,7.444914126000437
nm0000691,5.9940921280959145
nm0000692,6.233477930755213
nm0000693,7.058759734707555
nm0000694,7.95652886795744
nm0000695,7.144843258500878
nm0000696,8.122686055945476
nm0000697,8.231262478830406
nm0000698,7.715386328629115
nm0000699,7.154315431502569
nm0000700,7.002086550412414
nm0000701,7.999420938972139
nm0000702,7.15732694289721
nm0000703,7.813395149005107
nm0000704,8.778828637282071
nm0000705,8.35060140425136
nm0000706,7.47434046362981
nm0000707,7.848068972400995
nm0000708,7.789604674566675
nm0000709,8.4798776462748
nm0000710,7.261047105884135
nm0000711,6.631905675627108
nm0000713,7.118337555796839
nm0000714,5.716499538958045
nm0000715,7.41771113495636
nm0000716,6.608904371014611
nm0000717,7.34771917563677
nm0000718,6.928990919168281
nm0000719,8.076637862334966
nm0000720,7.402366514695546
nm0000721,6.931010552333872
nm0000722,7.213241623563075
nm0000723,5.506913203710765
nm0000724,7.427046897002103
nm0000725,6.982490594202404
nm0000726,6.595165555560125
nm0000727,7.254156265601598
nm0000728,7.453431016973742
nm0000729,7.521986840638919
nm0000730,6.907433846506694
nm0000731,7.145714842988103
nm0000732,8.284970843948054
nm0000733,7.957390528096223
nm0000734,7.8598365630163745
nm0000735,7.1719762656834
nm0000736,7.712969640062599
nm0000737,7.316585671453317
nm0000738,7.430465444287728
nm0000739,7.482432192285547
nm0000740,7.053557818454426
nm0000741,7.984152625128033
nm0000742,7.071123437898495
nm0000743,7.314632863998153
nm0000744,6.377148326978301
nm0000745,6.461350478300901
nm0000746,7.151240113645089
nm0000747,7.208147760487313
nm0000748,7.0704705066468705
nm0000749,7.705158401427944
nm0000750,6.074314139176651
nm0000751,8.15785887481621
nm0000753,6.643790849673203
nm0000754,6.247690770694577
nm0000755,7.376893680262319
nm0000756,5.905525802205782
nm0000757,6.983049145099506
nm0000758,6.289733355978261
nm0000759,7.892649951346541
nm0000760,8.07810560430489
nm0000761,8.02321745070317
nm0000762,7.9945307500762635
nm0000763,7.905215888696065
nm0000764,7.974935904768954
nm0000765,6.924218166293095
nm0000766,7.845055054062097
nm0000767,7.217578860138939
nm0000768,6.260348550669411
nm0000769,7.433696288490808
nm0000770,7.5313290703394
nm0000771,6.391124217071275
nm0000772,5.249302244192659
nm0000773,6.922487653612037
nm0000774,7.567432371781795
nm0000775,6.621132293121243
nm0000776,7.312999274783582
nm0000777,7.070417427625197
nm0000778,6.748498068381909
nm0000780,7.383255549693601
nm0000781,7.394097251630389
nm0000782,5.915105194669822
nm0000783,7.109706030010599
nm0000784,7.382292879534259
nm0000785,7.292950498523434
nm0000786,7.157551591271163
nm0000787,5.317976891708201
nm0000788,7.139907643230171
nm0000789,6.317529072656795
nm0000790,7.249521905284036
nm0000791,7.046432218744853
nm0000792,6.97588407879387
nm0000793,8.652953287041806
nm0000794,6.19141211311351
nm0000795,7.935047471238627
nm0000796,8.090652428936684
nm0000797,7.888392284333433
nm0000798,6.59716925353891
nm0000799,8.034735769937768
nm0000800,7.310234781609805
nm0000801,6.854088093902985
nm0000802,7.912708822690053
nm0000803,5.743796614483899
nm0000804,7.702859989905917
nm0000805,6.856771927023035
nm0000806,7.299015321494968
nm0000808,7.241399632554699
nm0000809,7.412044039915982
nm0000810,6.237021276595745
nm0000811,7.840399544865856
nm0000812,8.562892915508785
nm0000813,7.406598818122127
nm0000814,7.354889282022544
nm0000815,7.143213031609998
nm0000816,7.829737146817624
nm0000817,7.298553435696026
nm0000818,7.581249999999999
nm0000819,6.897710306660787
nm0000820,7.0290902709931995
nm0000821,7.7449575375659006
nm0000822,7.371448455358154
nm0000823,7.701229863588144
nm0000824,6.787745648127873
nm0000825,8.444849877681712
nm0000826,7.417849938179215
nm0000827,6.483980971872667
nm0000828,7.535118929633301
nm0000829,7.768493522607909
nm0000830,7.128005034612964
nm0000832,8.296541923599108
nm0000833,6.692919949166144
nm0000834,7.734628738280448
nm0000835,6.264876577840112
nm0000836,8.309062183556028
nm0000837,7.408645427168919
nm0000838,7.68296792109628
nm0000839,6.9534363431514565
nm0000840,8.1053364708428
nm0000841,8.217138311785318
nm0000842,8.702875060932168
nm0000843,7.804675399097167
nm0000844,7.03769401330377
nm0000845,7.44129978424398
nm0000846,8.342125964353663
nm0000849,8.000639394140816
nm0000850,6.680661666173578
nm0000851,6.422352112676056
nm0000852,7.38487469584214
nm0000853,7.108421505376345
nm0000854,6.967472868217054
nm0000855,7.378189811157267
nm0000857,4.939433551198257
nm0000860,8.30263064061096
nm0000861,7.654780851332577
nm0000862,8.000231386744497
nm0000863,6.58586437039894
nm0000864,6.518143880411087
nm0000865,7.78113605561142
nm0000866,8.246060593640859
nm0000867,7.912893187023201
nm0000868,8.60390742721042
nm0000869,6.658860355009788
nm0000870,7.814932066105728
nm0000871,7.214342632398222
nm0000872,6.876041813942319
nm0000873,6.113471725618259
nm0000874,8.080396921296693
nm0000876,7.576277824286976
nm0000877,6.026790609579823
nm0000878,6.365907282549521
nm0000879,8.01994803109684
nm0000880,7.796104627938827
nm0000881,6.431282434301521
nm0000882,8.076344609299642
nm0000883,6.108539172083476
nm0000884,6.700427725961106
nm0000885,7.4571433988162275
nm0000886,7.427820652405961
nm0000887,6.234901289459385
nm0000888,7.489574128203385
nm0000889,7.845152588793764
nm0000890,7.724656291770097
nm0000892,7.101915407070748
nm0000893,7.0081957065924145
nm0000894,7.189733203715704
nm0000895,8.224154348031282
nm0000896,7.4078806806482
nm0000897,7.286154837793022
nm0000898,8.962682506749248
nm0000899,6.960704188669691
nm0000900,6.059373441914575
nm0000901,7.1098888458058696
nm0000902,6.664035313434299
nm0000903,6.3646245353159845
nm0000904,7.353482738967594
nm0000905,8.490354384935404
nm0000906,8.196431378702563
nm0000907,7.082810829770177
nm0000908,6.608997169429842
nm0000909,6.9958658425372375
nm0000910,7.337276387543958
nm0000911,7.2615365598433135
nm0000913,8.615311289034048
nm0000914,7.606451228894734
nm0000915,7.399364541410717
nm0000916,7.420070948814741
nm0000917,6.898861881147874
nm0000918,7.5893490008497295
nm0000919,6.082935900240647
nm0000920,6.550862879933984
nm0000921,6.836374994735586
nm0000922,6.457994695323664
nm0000924,5.690655963094264
nm0000925,7.611562064640451
nm0000926,7.522377639012786
nm0000928,6.89750971727532
nm0000929,7.539171686043797
nm0000930,7.247418096537201
nm0000931,8.042339283910465
nm0000932,5.606496333889135
nm0000933,6.3394368516384
nm0000934,7.371351146107844
nm0000935,7.363145818230964
nm0000936,7.156091010230035
nm0000937,8.260625751462847
nm0000938,7.3555072422241015
nm0000939,8.188913837395258
nm0000940,6.4689379158537195
nm0000941,7.411336517277579
nm0000942,7.722600741343284
nm0000943,5.975482997737976
nm0000944,6.916732933962431
nm0000945,7.32840877510632
nm0000946,7.361168202890876
nm0000947,6.596767961045777
nm0000948,7.347872716031348
nm0000949,8.415498582864256
nm0000950,7.74401616412807
nm0000951,7.224376706210137
nm0000952,8.079599592177217
nm0000953,7.956236188217539
nm0000954,6.418262941050124
nm0000955,8.341504199920704
nm0000956,7.322847890973586
nm0000957,7.1418716532382245
nm0000958,7.521802207092285
nm0000959,7.954143880901892
nm0000960,7.02578934880611
nm0000961,7.44151294363753
nm0000962,6.828511133404964
nm0000963,7.969994011006188
nm0000965,7.7406418260544205
nm0000966,8.689128333652413
nm0000967,7.833583126261128
nm0000968,6.927715033399903
nm0000969,7.171749657944664
nm0000970,6.45878257409986
nm0000971,8.493431329971969
nm0000972,5.3139950199469865
nm0000973,7.575744768434239
nm0000975,7.917809603303607
nm0000976,7.547463182633943
nm0000977,6.631729077626167
nm0000978,7.104117841195111
nm0000979,7.814475076319949
nm0000980,7.390788088956242
nm0000981,7.234134889652843
nm0000982,8.283658177729398
nm0000983,7.746203427662432
nm0000984,8.324362915422332
nm0000985,7.398071241786796
nm0000986,5.823654260227623
nm0000987,6.724476231733774
nm0000988,7.162013899512429
nm0000989,7.53774626335492
nm0000990,6.797144222504259
nm0000991,7.117502357179122
nm0000993,6.961572071107303
nm0000994,8.422798991872066
nm0000995,8.16995374840563
nm0000996,6.860501914032891
nm0000997,7.2772011384164665
nm0000998,8.336912675310764
nm0000999,6.873235923022095
nm0001000,6.63431952662722
nm0001001,8.998983963589556
nm0001002,6.141018745233413
nm0001003,7.130699493779091
nm0001004,7.027095108816591
nm0001005,7.063136598339542
nm0001006,7.4667729030784376
nm0001007,6.9444433429166255
nm0001009,7.329240695951996
nm0001010,6.422137939737245
nm0001011,6.278521278453747
nm0001012,8.220091681135054
nm0001013,7.504872486777678
nm0001014,6.788554244007929
nm0001015,7.83106711376199
nm0001016,7.831832844227765
nm0001017,7.765963623414476
nm0001018,6.873407683693207
nm0001019,5.687961386073594
nm0001020,7.133069648595002
nm0001021,8.182571393673696
nm0001022,6.647422766957689
nm0001023,7.96713552721364
nm0001024,7.067144512290589
nm0001025,6.994431636929554
nm0001027,7.623254237288137
nm0001028,5.852845512172164
nm0001029,7.308129625693251
nm0001030,8.993806554444449
nm0001031,7.279285872699046
nm0001032,6.233774738768238
nm0001033,7.689127223962871
nm0001035,7.050650477301481
nm0001036,7.669214723439176
nm0001037,8.094929251238646
nm0001038,7.471700302587207
nm0001039,5.478376689501944
nm0001040,6.39097664078281
nm0001041,7.955751689511144
