tconst,avg(nconst_rating)
tt0022929,6.8313092801531266
tt0022943,6.923681617066042
tt0022948,6.476957190361554
tt0022958,7.781816823628376
tt0022961,7.490654902656979
tt0022978,6.712349003858966
tt0022981,6.0695402774390645
tt0022987,7.38514320884417
tt0022990,7.008217574718309
tt0022991,7.158683472831279
tt0023000,6.910319227386408
tt0023010,6.906204278914881
tt0023028,7.382544133896808
tt0023031,7.309715977854886
tt0023038,6.6298803117675025
tt0023046,7.319364797777258
tt0023049,7.681649350822383
tt0023055,7.591660172674158
tt0023062,7.606375750685253
tt0023080,7.328287876743691
tt0023088,7.323457093147574
tt0023091,7.055591501267814
tt0023109,6.964552069037568
tt0023110,6.778083279206186
tt0023114,7.053709818303945
tt0023115,6.763033051919368
tt0023121,7.442329449580972
tt0023122,6.526215206253749
tt0023125,7.087577073897218
tt0023126,6.553661727483147
tt0023130,6.020566196535091
tt0023131,7.166140207326817
tt0023132,7.49193413938818
tt0023137,6.966504516833045
tt0023151,7.896007325201408
tt0023154,6.542849780257183
tt0023157,7.149655373674449
tt0023165,6.814235262799396
tt0023169,7.056066486859149
tt0023175,7.078774660055818
tt0023181,8.086338549178947
tt0023183,7.023756390967108
tt0023185,7.88293307274952
tt0023196,7.721149297784887
tt0023202,7.09109220775619
tt0023209,7.290040153343087
tt0023225,7.627471779602274
tt0023229,7.147667213385232
tt0023230,7.133470932141067
tt0023243,6.8781638732827375
tt0023249,6.8560087229860915
tt0023254,6.279346889650516
tt0023255,7.363419604153204
tt0023259,7.52978259253895
tt0023262,6.917179133306756
tt0023266,7.673821486277071
tt0023271,7.076005715666592
tt0023277,7.421338630796579
tt0023278,7.329368560301312
tt0023279,7.635069518747317
tt0023291,7.58530356298275
tt0023293,7.481543636430935
tt0023297,7.381177162774444
tt0023314,7.137801718008898
tt0023326,7.80167119042719
tt0023332,6.759973059029201
tt0023334,8.04353149924458
tt0023349,8.135301478702273
tt0023352,7.415663026514983
tt0023362,7.438874580915832
tt0023369,8.031345315527572
tt0023378,5.852486021047049
tt0023380,7.244553389945273
tt0023382,7.5113876531792005
tt0023385,6.829433122022573
tt0023394,6.916184569252049
tt0023396,7.19711610739503
tt0023407,6.627257363124183
tt0023416,6.981248488517258
tt0023425,7.7348594278168905
tt0023449,7.130456792279151
tt0023456,7.515061253473379
tt0023458,7.372705320152342
tt0023459,7.569332180937671
tt0023464,8.17524890045585
tt0023467,7.234030327081954
tt0023469,6.786656079926296
tt0023470,7.769020953389827
tt0023474,6.825315814252924
tt0023475,6.155329123174451
tt0023479,6.766602893152094
tt0023484,7.200151084007786
tt0023485,7.018595722843737
tt0023486,7.004329945507919
tt0023491,7.851858498034507
tt0023492,7.2512176499324
tt0023513,7.157010375312682
tt0023518,7.515635895135443
tt0023523,7.0319892602240435
tt0023529,7.4763225762088465
tt0023530,6.698015575876956
tt0023537,6.930446421030257
tt0023551,7.134924654794165
tt0023560,6.656736149043191
tt0023567,6.943179062412955
tt0023572,7.83248818345552
tt0023582,6.984991338589316
tt0023583,6.825830542723247
tt0023584,7.109431923189244
tt0023587,7.169788225237556
tt0023589,7.703475723859625
tt0023590,7.635855592808537
tt0023593,7.639735142548017
tt0023620,7.431007531751073
tt0023625,6.867313831413414
tt0023629,7.246039807988851
tt0023635,6.538911937533917
tt0023642,7.259555021897998
tt0023645,7.424121557352898
tt0023646,7.11522132212438
tt0023652,7.457735505442156
tt0023654,6.888330730110311
tt0023659,6.687527918180739
tt0023674,6.499391323517782
tt0023678,7.22688012178063
tt0023679,7.2853334868929265
tt0023684,6.6872551336601065
tt0023686,6.9958658425372375
tt0023690,7.273574502459445
tt0023693,6.73742904153965
tt0023700,7.334842059429406
tt0023702,7.504963303855578
tt0023707,7.546899995438724
tt0023713,7.1113264856384335
tt0023716,7.19741510970529
tt0023719,7.211033639919574
tt0023727,6.359179555092364
tt0023731,7.548569676484597
tt0023737,7.150784914629511
tt0023740,7.818254881376801
tt0023741,6.961903201745718
tt0023742,6.998357329715933
tt0023753,6.868909701688863
tt0023754,6.705729113451603
tt0023759,7.371014748245259
tt0023761,7.434392884020031
tt0023764,6.9262437776814325
tt0023767,6.404693269931196
tt0023775,7.77306867607191
tt0023778,7.9111839865835325
tt0023786,7.189346858068255
tt0023793,6.649794023554818
tt0023808,7.208251984241201
tt0023813,7.287376413635407
tt0023814,7.512595721200116
tt0023816,7.539894346870595
tt0023817,6.579391531029955
tt0023825,7.442227523064596
tt0023842,7.378713384979292
tt0023846,6.91948873098889
tt0023856,7.237145795888136
tt0023862,7.7488185360153965
tt0023872,7.389302055353521
tt0023880,6.858302485782057
tt0023882,6.669457264914804
tt0023891,7.755609138745959
tt0023898,7.96045686842308
tt0023900,7.439128742965593
tt0023906,7.447886646473854
tt0023910,6.902206109147728
tt0023926,7.340335885796927
tt0023929,7.333277667905552
tt0023940,7.851380855744
tt0023941,7.351233963193913
tt0023948,7.475520901017978
tt0023949,6.870404260707498
tt0023957,6.925537105318417
tt0023966,6.696725061909921
tt0023973,7.955780754579658
tt0023984,7.665783791487399
tt0023989,6.543924744104246
tt0023992,7.730701869124436
tt0023993,6.856935923851964
tt0023998,6.2107327266187795
tt0024012,6.56475033507328
tt0024015,7.338710025716469
tt0024024,6.894888062681574
tt0024025,6.738298394877511
tt0024028,7.4382359249696215
tt0024031,6.590748541408583
tt0024041,7.461383789159494
tt0024048,7.224797417284815
tt0024052,6.965481251959183
tt0024054,7.515937898656744
tt0024065,7.174413704367547
tt0024066,6.623607278983467
tt0024067,6.345280672850855
tt0024069,7.439392661242213
tt0024073,6.940327555732784
tt0024075,6.977558383056597
tt0024081,7.423294699972708
tt0024092,7.018397265758099
tt0024097,7.005919894829381
tt0024099,6.923889588268075
tt0024118,6.776829166550968
tt0024124,6.10623697061335
tt0024130,7.119267336985953
tt0024139,6.81266688597506
tt0024151,7.2448574390957345
tt0024166,7.902302987198928
tt0024169,7.082163495950325
tt0024170,7.31139738569636
tt0024176,5.930744487518215
tt0024184,7.466877874137189
tt0024189,7.234541609461943
tt0024193,7.15768114609224
tt0024200,6.390709982529069
tt0024210,7.316796556218028
tt0024215,6.9794422787093
tt0024222,7.424049153958513
tt0024236,7.40095554966778
tt0024238,7.325381702910171
tt0024247,7.428323176937752
tt0024252,6.763450005591878
tt0024257,7.269441838054683
tt0024260,6.4651203717160115
tt0024262,7.282591140510975
tt0024264,7.558847912631836
tt0024271,6.6812674926362146
tt0024274,7.199731942068809
tt0024286,7.360575373845734
tt0024287,7.758904487196976
tt0024293,6.918993024462897
tt0024302,7.484000546036802
tt0024353,7.437381499629015
tt0024364,7.001473011602302
tt0024372,7.500460867497945
tt0024373,7.064228945120751
tt0024381,7.209151421767485
tt0024386,6.621652825479546
tt0024388,7.454384543955695
tt0024414,7.411037477326509
tt0024421,7.550485843637116
tt0024426,7.330310038299629
tt0024429,7.700492772355711
tt0024431,7.2443576503558695
tt0024435,8.052085649663676
tt0024436,7.83168981269106
tt0024450,6.9461086324327015
tt0024456,7.412140377929997
tt0024458,7.3639864099660235
tt0024465,7.539528506361217
tt0024472,7.510132732735441
tt0024475,6.7563422611379265
tt0024476,7.029784384948602
tt0024481,7.547304096119827
tt0024484,6.794359466004156
tt0024500,7.106468129085819
tt0024501,6.946502282774747
tt0024505,7.750369780017311
tt0024506,7.261422946945095
tt0024507,7.508466544329969
tt0024511,6.918642062287426
tt0024516,6.205021172579794
tt0024523,7.2255849495870645
tt0024524,7.125771044784322
tt0024535,7.031153219584112
tt0024538,7.210943402762921
tt0024541,6.734287748421554
tt0024546,7.336415411879306
tt0024548,7.646143773430502
tt0024551,6.699603972677145
tt0024554,6.570191191641126
tt0024570,7.344756048410577
tt0024582,7.218759324559778
tt0024592,6.865197699715752
tt0024598,7.678646539142953
tt0024609,7.220865326263709
tt0024610,7.204213719830579
tt0024629,6.73742904153965
tt0024631,7.975134679669586
tt0024633,7.588839372709737
tt0024647,7.307752962691291
tt0024652,6.531510132498176
tt0024657,6.234654363436039
tt0024663,6.519767844210066
tt0024664,7.51870443195894
tt0024675,7.588322170829414
tt0024680,8.04353149924458
tt0024683,7.668405226368438
tt0024684,7.653531263665866
tt0024685,7.333674034608368
tt0024696,7.798019377413361
tt0024701,7.458871410362811
tt0024720,7.204615640171885
tt0024722,7.409798663153257
tt0024723,7.2564421088221955
tt0024727,7.419980951712514
tt0024754,8.18720161752227
tt0024761,7.501659052570308
tt0024763,7.436979480343449
tt0024764,7.361046988226808
tt0024770,7.314933348046789
tt0024771,6.991267856185912
tt0024781,7.283057501328316
tt0024785,7.04574001119493
tt0024786,7.580009125457169
tt0024790,7.651983333485709
tt0024805,6.224458310978132
tt0024816,7.616482886549842
tt0024854,7.426756698044713
tt0024862,6.64131214565256
tt0024865,7.323376360226399
tt0024868,6.474552768702278
tt0024874,7.717695171933878
tt0024890,7.388607009803201
tt0024902,6.364312157963751
tt0024903,7.157263208332624
tt0024906,6.761274401833708
tt0024910,7.073868405909178
tt0024914,7.1896278199720856
tt0024916,7.800736171020656
tt0024932,7.808386267107635
tt0024949,7.622858498947703
tt0024956,6.787743478297248
tt0024958,7.062110353989159
tt0024962,6.482733787616603
tt0024963,7.639582827686072
tt0024965,7.467787622539163
tt0024968,7.289508400483203
tt0024972,7.004571790706335
tt0024991,7.759158163415394
tt0024998,6.425586799232445
tt0025010,6.751082009264686
tt0025015,7.132086678169826
tt0025028,7.437333490879783
tt0025031,6.581480385865011
tt0025032,8.181705542893168
tt0025039,7.2676618995439535
tt0025040,7.862072099981797
tt0025066,6.316788312526346
tt0025076,7.321543459584922
tt0025085,7.283717356581149
tt0025089,6.932049711382843
tt0025091,7.654434895122993
tt0025101,7.575722898352491
tt0025110,7.30761787233358
tt0025111,7.029113690427886
tt0025116,6.285726621384575
tt0025117,7.042172956792109
tt0025118,6.735563098979672
tt0025129,7.314533521895282
tt0025131,6.465710687165827
tt0025132,7.379552167849979
tt0025133,7.243732502002254
tt0025134,7.002895924366322
tt0025138,7.097151364209537
tt0025161,7.240649759890392
tt0025163,7.1900963836238905
tt0025164,7.376571782709189
tt0025167,7.122279392261524
tt0025168,7.220743325384992
tt0025170,7.738511933664128
tt0025173,7.445409780049827
tt0025174,6.930184904347638
tt0025176,6.9987899071423705
tt0025177,6.485527044227985
tt0025186,7.329040525304428
tt0025218,8.284299868867002
tt0025221,6.710417546552864
tt0025226,7.6067084072520625
tt0025230,6.76086337591335
tt0025238,6.735652610560568
tt0025239,7.439491168597769
tt0025251,7.38747063263035
tt0025272,7.2078526294171485
tt0025273,7.333752550876331
tt0025278,6.129847971326884
tt0025279,6.825015052849453
tt0025281,7.612547555687472
tt0025283,6.53326027647083
tt0025289,7.204795790675971
tt0025290,7.0327075683242155
tt0025292,8.27218182817385
tt0025293,6.8440391789828
tt0025294,8.16024889980277
tt0025298,7.274478556134234
tt0025301,6.999373937081947
tt0025316,8.089416488973427
tt0025330,7.087550255631222
tt0025336,6.681586973256649
tt0025340,6.879495700060561
tt0025351,7.704497956448711
tt0025356,6.510380421253305
tt0025362,6.6573943137886005
tt0025363,7.371939792394972
tt0025365,7.034274519901285
tt0025366,7.346605976236507
tt0025373,6.30091486253223
tt0025375,7.592676891058961
tt0025376,6.821102513144188
tt0025380,7.645972150706646
tt0025390,7.347095575948413
tt0025395,6.993236992521505
tt0025403,7.816939700201439
tt0025409,7.0444617003576235
tt0025410,6.964278509254597
tt0025418,7.113000706620888
tt0025422,7.3098403989053375
tt0025428,7.5246083592921496
tt0025440,6.198294907641596
tt0025443,6.945230680363534
tt0025452,7.439343657731322
tt0025453,6.565075095410441
tt0025455,5.793248733324452
tt0025459,7.23133816242323
tt0025460,7.234222965953542
tt0025464,7.999084605719989
tt0025472,7.361598228922147
tt0025480,6.865167702723157
tt0025489,7.717816485927141
tt0025490,7.236161566624302
tt0025501,7.559702338043448
tt0025516,7.07691973326159
tt0025520,7.473442312423518
tt0025527,6.92745962525934
tt0025536,7.118204331716317
tt0025537,6.5644381295944445
tt0025549,7.562356202589126
tt0025558,7.167033488818482
tt0025564,7.669072308854624
tt0025565,6.708749704515618
tt0025568,7.168764828251151
tt0025579,7.027326144942752
tt0025580,7.097465600036103
tt0025586,7.225579892438842
tt0025596,7.457491130701523
tt0025597,7.023860494157524
tt0025599,6.528593662315088
tt0025607,7.128838905536774
tt0025608,7.2414464161703345
tt0025610,7.543057055726459
tt0025611,7.209862466625408
tt0025617,7.4652143941708955
tt0025622,7.784287748421554
tt0025629,6.994213268215866
tt0025649,7.1731006264950805
tt0025655,6.518794515669516
tt0025676,7.198628128089798
tt0025690,7.430477120709375
tt0025699,5.888120670210762
tt0025704,6.648334849874911
tt0025710,7.172931021602142
tt0025714,7.5411484399362125
tt0025731,6.892700498209797
tt0025740,7.3783599774230355
